date,home_team,away_team,team,scorer,minute,own_goal,penalty
1973-03-31,Italy,Luxembourg,Italy,Gigi Riva,80.0,False,False
2019-09-06,Slovakia,Croatia,Croatia,Bruno Petković,72.0,False,False
1972-02-16,Northern Ireland,Spain,Northern Ireland,Sammy Morgan,71.0,False,False
1964-05-27,Russia,Sweden,Russia,Viktor Ponedelnik,56.0,False,False
2019-11-16,Austria,North Macedonia,North Macedonia,Vlatko Stojanovski,90.0,False,False
2005-06-08,Costa Rica,Guatemala,Costa Rica,Rónald Gómez,65.0,False,False
1986-06-17,Italy,France,France,Michel Platini,15.0,False,False
2003-11-16,Cape Verde,Eswatini,Cape Verde,Carlos Pedro Silva Morais,90.0,False,False
2012-10-12,Belarus,Spain,Spain,Jordi Alba,12.0,False,False
1994-10-12,Republic of Ireland,Liechtenstein,Republic of Ireland,Niall Quinn,30.0,False,False
2012-02-29,United Arab Emirates,Lebanon,United Arab Emirates,Ismail Matar,68.0,False,False
2008-11-19,Qatar,Japan,Japan,Keiji Tamada,47.0,False,False
1949-10-09,Yugoslavia,France,Yugoslavia,Željko Čajkovski,36.0,False,False
1941-02-16,Argentina,Ecuador,Argentina,Juan Marvezzi,28.0,False,False
1965-06-02,Venezuela,Peru,Peru,Luis Zavalla,81.0,False,False
2007-06-28,Paraguay,Colombia,Paraguay,Roque Santa Cruz,80.0,False,False
2011-09-06,Saint Lucia,Saint Kitts and Nevis,Saint Lucia,Cliff Magnam Valcin,84.0,False,False
2007-10-17,Fiji,New Zealand,New Zealand,Shane Smeltz,86.0,False,False
1989-04-26,Portugal,Switzerland,Switzerland,Dario Zuffi,64.0,False,False
2001-09-07,Iraq,Iran,Iran,Ali Daei,84.0,False,False
2016-03-25,Saint Vincent and the Grenadines,Trinidad and Tobago,Saint Vincent and the Grenadines,Myron Samuel,45.0,False,True
1954-01-24,Italy,Egypt,Italy,Giampiero Boniperti,86.0,False,False
2007-06-27,Brazil,Mexico,Mexico,Nery Castillo,23.0,False,False
2017-07-12,Panama,Nicaragua,Panama,Ismael Díaz,49.0,False,False
2001-05-13,Lebanon,Pakistan,Lebanon,Hussein Hamdan,90.0,False,False
2004-05-12,Solomon Islands,Cook Islands,Solomon Islands,Leo Leslie,81.0,False,False
1997-06-22,Japan,Macau,Japan,Hiroshi Nanami,42.0,False,False
2001-06-30,Namibia,Algeria,Algeria,Fares Aouni,35.0,False,False
2021-06-13,Brazil,Venezuela,Brazil,Gabriel Barbosa,89.0,False,False
1996-06-23,Cuba,Haiti,Cuba,Lázaro Darcourt,71.0,False,False
1989-02-23,Thailand,Iran,Iran,Mohsen Garousi,87.0,False,False
2002-10-16,Bulgaria,Andorra,Andorra,Antoni Lima Solá,80.0,False,False
1960-08-21,Costa Rica,Guatemala,Costa Rica,Juan Ulloa,58.0,False,False
1993-06-27,Peru,Mexico,Mexico,Alberto García Aspe,22.0,False,True
2008-10-11,Sudan,Congo,Sudan,Faisal Agab,74.0,False,False
1996-01-21,United States,Guatemala,United States,Eric Wynalda,34.0,False,False
2000-06-03,Paraguay,Ecuador,Paraguay,Delio Toledo,10.0,False,False
1997-04-27,Cameroon,Togo,Cameroon,Bernard Tchoutang,87.0,False,False
1954-03-08,Israel,Greece,Greece,Georgios Kamaras,83.0,False,False
2015-06-11,Bangladesh,Kyrgyzstan,Kyrgyzstan,Anton Zemlianukhin,9.0,False,False
1957-04-01,Colombia,Ecuador,Colombia,"Delio ""Maravilla"" Gamboa",58.0,False,False
1969-07-27,Colombia,Venezuela,Colombia,Jaime González,34.0,False,False
1981-09-09,Belgium,France,Belgium,Erwin Vandenbergh,83.0,False,False
2016-03-29,Paraguay,Brazil,Paraguay,Édgar Benítez,49.0,False,False
2007-06-06,Norway,Hungary,Norway,John Carew,78.0,False,False
2011-09-06,San Marino,Sweden,Sweden,Martin Olsson,81.0,False,False
2019-03-21,Netherlands,Belarus,Netherlands,Georginio Wijnaldum,21.0,False,False
2016-03-24,China PR,Maldives,China PR,Jiang Ning,2.0,False,False
2012-09-07,El Salvador,Guyana,Guyana,Trayon Bobb,16.0,False,False
2014-10-11,Finland,Greece,Finland,Jarkko Hurme,55.0,False,False
2001-02-15,Saudi Arabia,Mongolia,Saudi Arabia,Mohammed Al-Khilaiwi,76.0,False,False
2004-09-05,Egypt,Cameroon,Egypt,Mohamed Shawky,45.0,False,False
2021-09-02,Poland,Albania,Poland,Grzegorz Krychowiak,54.0,False,False
2007-11-21,Belarus,Netherlands,Netherlands,Rafael van der Vaart,88.0,False,False
1973-02-14,Cyprus,Northern Ireland,Cyprus,Kokos Antoniou,88.0,False,False
2012-10-16,New Zealand,Tahiti,New Zealand,Michael McGlinchey,2.0,False,False
1970-06-03,Brazil,Czechoslovakia,Brazil,Jairzinho,61.0,False,False
1993-10-13,Bulgaria,Austria,Bulgaria,Hristo Stoichkov,33.0,False,True
2006-09-06,Netherlands,Belarus,Netherlands,Dirk Kuyt,90.0,False,False
2000-04-23,Angola,Eswatini,Angola,Victor Covilhã,85.0,False,False
2021-06-08,Canada,Suriname,Canada,Alphonso Davies,37.0,False,False
1971-02-03,Belgium,Scotland,Belgium,Paul Van Himst,57.0,False,False
2013-06-08,Morocco,Tanzania,Morocco,Abderrazak Hamdallah,39.0,False,True
1957-05-08,England,Republic of Ireland,Republic of Ireland,Dermot Curtis,56.0,False,False
2009-06-28,South Africa,Spain,Spain,Xabi Alonso,107.0,False,False
2001-09-07,Iraq,Iran,Iraq,Emad Mohammed,20.0,False,False
2020-11-13,Colombia,Uruguay,Uruguay,Luis Suárez,54.0,False,True
2011-10-07,Belize,Grenada,Grenada,Shane Rennie,37.0,False,False
2019-09-04,Liberia,Sierra Leone,Liberia,Mohammed Sangare,82.0,False,True
1976-06-17,Yugoslavia,Germany,Yugoslavia,Dragan Džajić,30.0,False,False
2004-07-03,Senegal,Zambia,Senegal,Babacar Gueye,21.0,False,False
2001-05-26,Pakistan,Lebanon,Lebanon,Roda Antar,42.0,False,False
1994-06-28,Russia,Cameroon,Russia,Oleg Salenko,75.0,False,False
2004-03-21,Dominican Republic,Anguilla,Dominican Republic,Kervin Severino,61.0,False,True
1967-05-21,Republic of Ireland,Czechoslovakia,Czechoslovakia,Juraj Szikora,15.0,False,False
1938-03-13,Luxembourg,Belgium,Luxembourg,Camille Libar,4.0,False,False
2000-04-01,Aruba,Barbados,Barbados,Gregory Goodridge,2.0,False,False
1945-01-24,Chile,Bolivia,Chile,Guillermo Clavero,39.0,False,False
1989-01-07,Kenya,Malawi,Malawi,Singo McDonald,2.0,False,False
2008-10-12,Venezuela,Brazil,Brazil,Adriano,19.0,False,False
1957-07-06,United States,Canada,Canada,Brian Philley,9.0,False,False
2021-09-07,Sudan,Guinea-Bissau,Sudan,Mohamed Abdelrahman,90.0,False,False
2001-07-11,Colombia,Venezuela,Colombia,Víctor Aristizábal,59.0,False,True
1996-06-18,France,Bulgaria,Bulgaria,Hristo Stoichkov,69.0,False,False
2010-06-23,Australia,Serbia,Australia,Brett Holman,73.0,False,False
1971-09-22,Finland,Romania,Romania,Anghel Iordănescu,25.0,False,False
1995-06-07,Denmark,Cyprus,Denmark,Kim Vilfort,45.0,False,False
1979-12-19,Scotland,Belgium,Scotland,John Robertson,55.0,False,False
1965-02-07,Cuba,Jamaica,Jamaica,Lascelles Dunkley,14.0,False,False
2007-11-21,England,Croatia,Croatia,Niko Kranjčar,8.0,False,False
2007-03-28,Wales,San Marino,Wales,Ryan Giggs,3.0,False,False
2007-06-07,El Salvador,Trinidad and Tobago,El Salvador,Dennis Alas,81.0,False,False
1996-11-10,Togo,Cameroon,Togo,Kossi Noutsoudje,50.0,False,False
2007-11-18,Turkmenistan,Hong Kong,Turkmenistan,Mekan Nasyrow,42.0,False,False
2014-06-20,Switzerland,France,France,Moussa Sissoko,73.0,False,False
1968-12-01,Costa Rica,Jamaica,Costa Rica,Edgar Núñez,,False,False
2016-11-11,San Marino,Germany,Germany,Kevin Volland,85.0,False,False
1963-10-26,France,Bulgaria,Bulgaria,Dimitar Yakimov,75.0,False,False
2019-03-25,Montenegro,England,England,Harry Kane,71.0,False,False
1994-09-07,Slovenia,Italy,Italy,Alessandro Costacurta,19.0,False,False
1997-11-16,Uruguay,Ecuador,Uruguay,Sebastián Abreu,48.0,False,False
1967-12-23,Italy,Switzerland,Italy,Angelo Domenghini,45.0,False,False
1981-04-24,South Korea,Thailand,South Korea,Choi Soon-ho,85.0,False,False
1993-04-09,North Korea,Vietnam,North Korea,Ryu Song-Gun,86.0,False,False
2020-10-13,Peru,Brazil,Brazil,Neymar,90.0,False,False
1972-05-14,Romania,Hungary,Romania,Alexandru Neagu,81.0,False,False
1977-11-13,Romania,Yugoslavia,Romania,Dudu Georgescu,67.0,False,False
1992-01-20,Ghana,Congo,Ghana,Abedi Pele,57.0,False,False
1984-10-28,Ethiopia,Kenya,Kenya,Joe Masiga,56.0,False,False
1981-09-09,Norway,England,Norway,Tom Lund,35.0,False,False
2006-06-25,England,Ecuador,England,David Beckham,60.0,False,False
1996-11-10,Bolivia,Colombia,Bolivia,Jaime Moreno,44.0,False,False
2013-07-09,United States,Belize,Belize,Ian Gaynair,40.0,False,False
1983-06-05,Iceland,Malta,Iceland,Atli Eðvaldsson,43.0,False,False
2021-06-09,South Korea,Sri Lanka,South Korea,Kim Shin-wook,42.0,False,True
1938-06-05,Italy,Norway,Italy,Silvio Piola,94.0,False,False
2019-01-10,Jordan,Syria,Jordan,Tareq Khattab,43.0,False,False
2015-09-03,Qatar,Bhutan,Qatar,Mohammed Musa,8.0,False,False
2004-09-04,Iceland,Bulgaria,Bulgaria,Dimitar Berbatov,49.0,False,False
2001-04-21,Kazakhstan,Nepal,Kazakhstan,Konstantin Gorovenka,87.0,False,False
2017-10-07,Switzerland,Hungary,Switzerland,Fabian Frei,20.0,False,False
1967-09-03,Norway,Sweden,Sweden,Thomas Nordahl,19.0,False,False
2004-01-30,Senegal,Kenya,Senegal,Mamadou Niang,31.0,False,False
2010-09-03,Iceland,Norway,Norway,Brede Hangeland,59.0,False,False
2004-10-06,Mexico,Saint Vincent and the Grenadines,Mexico,Jaime Lozano,54.0,False,False
1982-11-13,Italy,Czechoslovakia,Czechoslovakia,Pavel Chaloupka,70.0,False,False
2021-10-12,Portugal,Luxembourg,Portugal,Cristiano Ronaldo,87.0,False,False
1961-01-22,Morocco,Tunisia,Morocco,Abdallah Azhar,36.0,False,False
1997-09-10,Denmark,Croatia,Croatia,Davor Šuker,44.0,False,False
2015-09-08,Liechtenstein,Russia,Russia,Aleksandr Kokorin,40.0,False,True
1993-05-01,Malaysia,Kuwait,Kuwait,Ayman Al Husaini,8.0,False,False
2023-06-25,Haiti,Qatar,Qatar,Yusuf Abdurisag,20.0,False,False
2015-01-23,Iran,Iraq,Iraq,Ahmed Yasin Ghani,56.0,False,False
2009-10-10,France,Faroe Islands,France,Karim Benzema,88.0,False,False
2016-03-29,Costa Rica,Jamaica,Costa Rica,Johan Venegas,76.0,False,False
1990-09-12,Switzerland,Bulgaria,Switzerland,Marc Hottiger,19.0,False,False
2000-02-19,United States,Colombia,United States,Chris Armas,51.0,False,False
1997-05-31,Papua New Guinea,New Zealand,Papua New Guinea,Francis Niakuam,80.0,False,False
2011-11-15,Grenada,Guatemala,Grenada,Shane Rennie,37.0,False,True
2008-09-10,Kazakhstan,Ukraine,Kazakhstan,Sergei Ostapenko,68.0,False,False
2011-10-11,Switzerland,Montenegro,Switzerland,Eren Derdiyok,51.0,False,False
1977-03-06,Israel,Japan,Israel,Oded Machnes,43.0,False,False
2012-10-16,New Caledonia,Solomon Islands,New Caledonia,Iamel Kabeu,30.0,False,False
2011-11-11,São Tomé and Príncipe,Congo,Congo,Prince Oniangué,54.0,False,False
2011-01-25,Uzbekistan,Australia,Australia,Brett Emerton,73.0,False,False
2008-10-11,Luxembourg,Israel,Luxembourg,René Peters,14.0,False,False
2001-11-07,Bolivia,Brazil,Bolivia,Julio César Baldivieso,70.0,False,False
1997-10-29,Croatia,Ukraine,Croatia,Goran Vlaović,49.0,False,False
2016-10-07,Hungary,Switzerland,Switzerland,Haris Seferovic,51.0,False,False
2015-06-13,Argentina,Paraguay,Argentina,Lionel Messi,35.0,False,True
2021-11-11,Russia,Cyprus,Russia,Aleksandr Yerokhin,4.0,False,False
1957-05-15,Denmark,England,Denmark,John Jensen,27.0,False,False
2001-06-06,Hungary,Georgia,Hungary,Attila Korsós,62.0,False,False
2019-06-10,Malta,Romania,Romania,Alexandru Chipciu,34.0,False,False
2005-03-25,North Korea,Bahrain,Bahrain,Husain Ali,58.0,False,False
1998-10-14,Republic of Ireland,Malta,Republic of Ireland,Robbie Keane,17.0,False,False
2001-06-03,France,Mexico,France,Sylvain Wiltord,9.0,False,False
2009-09-09,Andorra,Kazakhstan,Andorra,Óscar Sonejee,70.0,False,False
2005-10-08,Croatia,Sweden,Croatia,Darijo Srna,55.0,False,False
2003-06-28,Colombia,Turkey,Colombia,Giovanni Hernández,63.0,False,False
2021-06-05,Saudi Arabia,Yemen,Saudi Arabia,Fahad Al-Muwallad,32.0,False,False
1996-01-19,Ghana,Tunisia,Ghana,Abedi Pele,50.0,False,False
1960-07-06,France,Yugoslavia,Yugoslavia,Dražan Jerković,79.0,False,False
1979-11-01,Portugal,Norway,Norway,Georg Hammer,10.0,False,False
1937-11-28,Netherlands,Luxembourg,Netherlands,Piet de Boer,78.0,False,False
1961-03-19,Portugal,Luxembourg,Portugal,Fernand Brosius,50.0,True,False
2005-10-08,Rwanda,Angola,Angola,Akwá,79.0,False,False
1968-01-12,Congo,DR Congo,DR Congo,Nicodème Kabamba,27.0,False,True
1971-04-24,Hungary,France,France,Hervé Revelli,64.0,False,False
2021-03-28,Armenia,Iceland,Armenia,Khoren Bayramyan,74.0,False,False
1997-05-21,Republic of Ireland,Liechtenstein,Republic of Ireland,David Connolly,28.0,False,False
2015-06-11,Hong Kong,Bhutan,Hong Kong,Jaimes McKee,19.0,False,False
2021-09-02,Algeria,Djibouti,Algeria,Islam Slimani,46.0,False,False
2011-09-02,Iraq,Jordan,Jordan,Hassan Abdel-Fattah,43.0,False,False
2005-06-04,Armenia,North Macedonia,North Macedonia,Goran Pandev,47.0,False,False
2000-04-01,Haiti,Bahamas,Haiti,Jean-Robert Menelas,68.0,False,False
1957-07-06,United States,Canada,United States,James Murphy,80.0,False,False
2007-07-02,United States,Paraguay,Paraguay,Salvador Cabañas,90.0,False,False
2009-07-11,United States,Haiti,United States,Davy Arnaud,6.0,False,False
2001-10-07,Bosnia and Herzegovina,Liechtenstein,Bosnia and Herzegovina,Muhamed Konjić,33.0,False,False
2008-06-14,Guatemala,Saint Lucia,Guatemala,Abner Trigueros,90.0,False,False
2023-07-02,Jamaica,Saint Kitts and Nevis,Jamaica,Di'Shon Bernard,49.0,False,False
1957-09-04,Iceland,Belgium,Iceland,Þórður Jónsson,65.0,False,False
2006-10-07,Portugal,Azerbaijan,Portugal,Cristiano Ronaldo,63.0,False,False
2011-06-29,Sri Lanka,Philippines,Philippines,Nate Burkey,50.0,False,False
2008-06-21,Saint Lucia,Guatemala,Guatemala,Gonzalo Romero,43.0,False,False
1981-03-18,Qatar,Iraq,Iraq,Hussein Saeed,84.0,False,False
1961-10-08,Luxembourg,Portugal,Portugal,Yaúca,89.0,False,False
1993-01-17,Benin,Tunisia,Tunisia,Lotfi Rouissi,42.0,False,False
2004-09-08,Tajikistan,Syria,Syria,Raja Rafe,35.0,False,False
2005-06-08,Denmark,Albania,Denmark,Søren Larsen,47.0,False,False
2014-10-14,San Marino,Switzerland,Switzerland,Xherdan Shaqiri,79.0,False,False
2008-09-10,Portugal,Denmark,Denmark,Nicklas Bendtner,84.0,False,False
2012-06-02,Central African Republic,Botswana,Central African Republic,Foxi Kéthévoama,49.0,False,False
1965-07-25,Ecuador,Colombia,Ecuador,Enrique Raymondi,56.0,False,False
1971-06-16,Finland,Czechoslovakia,Czechoslovakia,František Karkó,83.0,False,False
2004-07-12,Peru,Colombia,Colombia,Abel Aguilar,53.0,False,False
2001-09-28,Qatar,Uzbekistan,Qatar,Mohammed Salem Al-Enazi,9.0,False,False
2013-10-13,Ethiopia,Nigeria,Ethiopia,Behailu Assefa,57.0,False,False
1957-05-15,Denmark,England,England,Johnny Haynes,28.0,False,False
2014-10-11,Poland,Germany,Poland,Sebastian Mila,88.0,False,False
2011-10-11,Germany,Belgium,Germany,Mesut Özil,30.0,False,False
2011-09-06,Serbia,Faroe Islands,Serbia,Zdravko Kuzmanović,69.0,False,False
2020-10-13,Bolivia,Argentina,Bolivia,Marcelo Martins Moreno,24.0,False,False
2001-04-09,Australia,Tonga,Australia,Damian Mori,40.0,False,False
1968-01-21,DR Congo,Ghana,DR Congo,Pierre Kalala Mukendi,66.0,False,False
2019-11-17,Moldova,Iceland,Moldova,Nicolae Milinceanu,56.0,False,False
2000-02-03,Nigeria,Morocco,Nigeria,Finidi George,28.0,False,False
1988-10-19,Bulgaria,Romania,Bulgaria,Hristo Kolev,31.0,False,False
2019-09-04,Djibouti,Eswatini,Djibouti,Abdi Idleh Hamza,74.0,False,False
2008-09-06,Moldova,Latvia,Latvia,Ģirts Karlsons,8.0,False,False
1997-08-20,Turkey,Wales,Turkey,Hakan Şükür,77.0,False,False
2011-09-06,Curaçao,Haiti,Haiti,Kevin Lafrance,37.0,False,False
1972-10-15,Austria,Hungary,Hungary,Lajos Kocsis,20.0,False,False
1989-09-06,Iceland,German DR,German DR,Rainer Ernst,63.0,False,False
1993-02-17,England,San Marino,England,David Platt,67.0,False,False
2019-09-04,Liberia,Sierra Leone,Liberia,Sam Johnson,88.0,False,False
1968-12-11,Cyprus,Scotland,Scotland,Alan Gilzean,5.0,False,False
2008-06-14,Qatar,Australia,Australia,Brett Emerton,17.0,False,False
1924-10-19,Uruguay,Chile,Uruguay,Pedro Petrone,53.0,False,False
2001-09-05,Paraguay,Bolivia,Bolivia,Líder Paz,15.0,False,False
2005-10-12,Greece,Georgia,Greece,Dimitris Papadopoulos,17.0,False,False
2004-09-05,Brazil,Bolivia,Bolivia,Luis Cristaldo,48.0,False,False
2004-11-17,Bahrain,Tajikistan,Bahrain,Mohamed Hubail,42.0,False,False
2012-01-27,Gabon,Morocco,Morocco,Houssine Kharja,24.0,False,False
1956-11-11,France,Belgium,France,Jean Vincent,18.0,False,False
2001-02-17,Saudi Arabia,Bangladesh,Saudi Arabia,Talal Al-Meshal,27.0,False,False
2015-11-17,Turkmenistan,Oman,Turkmenistan,Süleýman Muhadow,67.0,False,False
1957-06-05,Belgium,Iceland,Belgium,Henri Coppens,42.0,False,False
2016-03-24,Australia,Tajikistan,Australia,Nathan Burns,67.0,False,False
1957-03-20,Argentina,Uruguay,Argentina,Humberto Maschio,7.0,False,False
2017-07-09,Mexico,El Salvador,El Salvador,Nelson Bonilla,10.0,False,False
2008-10-15,Slovakia,Poland,Poland,Euzebiusz Smolarek,70.0,False,False
2013-10-15,Jamaica,Honduras,Jamaica,Rodolph Austin,59.0,False,True
2004-06-20,Egypt,Ivory Coast,Ivory Coast,Didier Drogba,75.0,False,False
1963-03-13,Argentina,Peru,Argentina,Roberto Zárate,57.0,False,False
1949-10-01,Northern Ireland,Scotland,Scotland,William Waddell,5.0,False,False
1989-06-04,Republic of Ireland,Hungary,Republic of Ireland,Tony Cascarino,80.0,False,False
1994-06-30,Greece,Nigeria,Nigeria,Finidi George,45.0,False,False
1989-05-21,Norway,Cyprus,Norway,Gøran Sørloth,34.0,False,False
1993-05-14,Saudi Arabia,Macau,Saudi Arabia,Saeed Al-Owairan,56.0,False,False
1961-09-29,Scotland,Czechoslovakia,Scotland,Ian St. John,20.0,False,False
1984-10-20,German DR,Yugoslavia,German DR,Michael Glowatzky,11.0,False,False
2002-10-16,Germany,Faroe Islands,Germany,Michael Ballack,2.0,False,True
2001-07-16,Uruguay,Costa Rica,Uruguay,Carlos María Morales,53.0,False,False
1998-10-14,Israel,Spain,Spain,Fernando Hierro,65.0,False,False
2004-06-25,France,Greece,Greece,Angelos Charisteas,65.0,False,False
2000-06-28,Venezuela,Bolivia,Venezuela,Giovanni Savarese,61.0,False,False
1998-02-04,Cuba,Costa Rica,Costa Rica,Paulo Wanchope,21.0,False,False
1996-06-23,Trinidad and Tobago,Dominican Republic,Trinidad and Tobago,Stern John,23.0,False,False
2000-11-15,Brazil,Colombia,Brazil,Roque Júnior,90.0,False,False
2013-03-22,Slovenia,Iceland,Iceland,Gylfi Sigurðsson,78.0,False,False
2011-11-15,Madagascar,Equatorial Guinea,Madagascar,Falimery Ramanamahefa,90.0,False,False
2001-02-19,Saudi Arabia,Vietnam,Saudi Arabia,Talal Al-Meshal,71.0,False,False
2016-10-11,Germany,Northern Ireland,Germany,Sami Khedira,17.0,False,False
2011-11-11,Guyana,Trinidad and Tobago,Guyana,Ricky Shakes,10.0,False,False
1974-11-20,Turkey,Republic of Ireland,Turkey,Tony Dunne,54.0,True,False
2009-03-28,El Salvador,United States,El Salvador,Eliseo Quintanilla,15.0,False,False
1995-06-07,San Marino,Russia,Russia,Igor Dobrovolski,20.0,False,True
1977-11-25,Egypt,Tunisia,Tunisia,Abderraouf Ben Aziza,80.0,False,False
1997-06-11,New Zealand,Papua New Guinea,New Zealand,Simon Elliott,40.0,False,False
1980-09-24,South Korea,United Arab Emirates,South Korea,Chung Hae-won,84.0,False,False
1999-06-04,Germany,Moldova,Germany,Ulf Kirsten,27.0,False,False
1992-08-23,Costa Rica,Panama,Costa Rica,Austin Berry,17.0,False,True
2003-11-15,Argentina,Bolivia,Argentina,Hernán Crespo,61.0,False,False
2021-09-08,Hungary,Andorra,Hungary,Ádám Szalai,9.0,False,True
1978-10-25,Northern Ireland,Denmark,Northern Ireland,Trevor Anderson,85.0,False,False
2017-01-18,Cameroon,Guinea-Bissau,Guinea-Bissau,Piqueti,13.0,False,False
2011-09-06,Puerto Rico,Canada,Canada,Simeon Jackson,84.0,False,False
2021-03-30,Belgium,Belarus,Belgium,Leandro Trossard,38.0,False,False
2022-01-17,Cameroon,Cape Verde,Cape Verde,Garry Rodrigues,53.0,False,False
1967-06-18,Czechoslovakia,Turkey,Czechoslovakia,Jozef Adamec,70.0,False,False
2006-06-22,Japan,Brazil,Brazil,Ronaldo,81.0,False,False
1995-07-23,Uruguay,Brazil,Uruguay,Pablo Bengoechea,51.0,False,False
2022-03-24,Portugal,Turkey,Portugal,Otávio,15.0,False,False
1997-11-16,Uruguay,Ecuador,Ecuador,Ariel Graziani,59.0,False,False
2000-03-05,British Virgin Islands,Bermuda,Bermuda,Paul Cam,22.0,False,False
1954-03-17,Turkey,Spain,Spain,José Artetxe,11.0,False,False
1986-06-06,Brazil,Algeria,Brazil,Careca,66.0,False,False
1917-10-12,Brazil,Chile,Brazil,Caetano Izzo,21.0,False,False
1992-08-23,Costa Rica,Panama,Costa Rica,Juan Carlos Arguedas,28.0,False,False
1936-12-27,Brazil,Peru,Brazil,Niginho,57.0,False,False
2016-10-11,Colombia,Uruguay,Colombia,Yerry Mina,85.0,False,False
2001-05-13,Lebanon,Pakistan,Lebanon,Haitham Zein,32.0,False,False
1983-10-12,Republic of Ireland,Netherlands,Republic of Ireland,Liam Brady,35.0,False,True
1999-11-13,Israel,Denmark,Denmark,Martin Jørgensen,68.0,False,False
1990-09-12,Switzerland,Bulgaria,Switzerland,Thomas Bickel,63.0,False,False
1997-08-17,Tunisia,Namibia,Tunisia,Skander Souayah,31.0,False,False
2017-10-10,Honduras,Mexico,Mexico,Oribe Peralta,17.0,False,False
1996-12-15,El Salvador,Canada,Canada,Alex Bunbury,66.0,False,False
2019-09-10,Moldova,Turkey,Turkey,Cenk Tosun,79.0,False,False
1983-12-17,Netherlands,Malta,Netherlands,Gerald Vanenburg,19.0,False,False
1995-04-26,Austria,Liechtenstein,Austria,Toni Polster,54.0,False,True
1959-09-23,Austria,Norway,Austria,Erich Hof,2.0,False,False
1990-06-18,Cameroon,Russia,Russia,Oleh Protasov,20.0,False,False
1995-04-26,Faroe Islands,Finland,Finland,Mixu Paatelainen,75.0,False,False
1990-10-31,Hungary,Cyprus,Hungary,Emil Lőrincz,1.0,False,False
2003-06-11,Sweden,Poland,Sweden,Marcus Allbäck,43.0,False,False
2019-09-10,Singapore,Palestine,Singapore,Shakir Hamzah,3.0,False,False
1916-07-02,Chile,Uruguay,Uruguay,José Piendibene,75.0,False,False
2019-03-24,Israel,Austria,Israel,Eran Zahavi,34.0,False,False
2022-03-24,Brazil,Chile,Brazil,Philippe Coutinho,72.0,False,True
2010-06-25,Chile,Spain,Spain,Andrés Iniesta,37.0,False,False
1990-10-10,Spain,Iceland,Iceland,Sigurður Jónsson,66.0,False,False
1998-06-16,Brazil,Morocco,Brazil,Bebeto,50.0,False,False
1999-07-24,Brazil,Germany,Brazil,Alexsandro de Souza,87.0,False,False
1957-06-02,France,Iceland,France,Célestin Oliver,6.0,False,False
2000-06-23,Solomon Islands,Australia,Australia,Gideon Omokirio,36.0,True,False
1993-05-05,Sri Lanka,Japan,Japan,Takuya Takagi,61.0,False,False
1985-02-23,Hong Kong,Brunei,Hong Kong,Lau Wing Yip,87.0,False,False
2013-03-26,Turkey,Hungary,Turkey,Burak Yılmaz,64.0,False,False
2019-06-07,Norway,Romania,Romania,Claudiu Keșerü,77.0,False,False
2001-03-24,Croatia,Latvia,Croatia,Boško Balaban,45.0,False,False
1957-03-13,Argentina,Colombia,Argentina,Osvaldo Héctor Cruz,5.0,False,False
1989-08-27,Morocco,DR Congo,Morocco,Mohamed Madih,58.0,False,False
2011-09-06,Indonesia,Bahrain,Bahrain,Ismail Abdullatif,70.0,False,False
2009-04-01,Bolivia,Argentina,Bolivia,Marcelo Martins Moreno,12.0,False,False
2011-09-02,Malta,Croatia,Croatia,Milan Badelj,32.0,False,False
1988-08-21,Liberia,Ghana,Liberia,George Weah,27.0,False,False
2009-09-09,Bolivia,Ecuador,Ecuador,Antonio Valencia,46.0,False,False
2003-06-11,Faroe Islands,Germany,Germany,Miroslav Klose,89.0,False,False
1965-05-11,Costa Rica,Jamaica,Costa Rica,Leonel Hernández,73.0,False,False
1977-03-20,South Korea,Israel,South Korea,Choi Jong-duk,88.0,False,False
1985-04-28,Macau,Hong Kong,Hong Kong,Lau Wing Yip,80.0,False,False
1998-06-15,Germany,United States,Germany,Jürgen Klinsmann,65.0,False,False
2013-06-09,Benin,Algeria,Algeria,Islam Slimani,42.0,False,False
2022-11-27,Belgium,Morocco,Morocco,Zakaria Aboukhlal,90.0,False,False
1985-10-26,New Zealand,Israel,New Zealand,Colin Walker,67.0,False,False
1979-05-19,Russia,Hungary,Hungary,György Tatar,33.0,False,False
1999-03-31,San Marino,Spain,Spain,Raúl,59.0,False,False
1992-06-22,Netherlands,Denmark,Denmark,Henrik Larsen,33.0,False,False
2003-09-06,Peru,Paraguay,Paraguay,Carlos Gamarra,24.0,False,False
1991-05-22,San Marino,Bulgaria,Bulgaria,Trifon Ivanov,13.0,False,False
1989-07-15,China PR,Iran,China PR,Liu Haiguang,73.0,False,False
2019-06-11,Kazakhstan,San Marino,Kazakhstan,Maxim Fedin,62.0,False,False
2021-03-25,Bulgaria,Switzerland,Switzerland,Steven Zuber,13.0,False,False
1977-11-27,Malta,Turkey,Turkey,Sedat Özden,48.0,False,False
2008-10-15,Slovakia,Poland,Slovakia,Stanislav Šesták,86.0,False,False
2021-07-17,Panama,Honduras,Honduras,Romell Quioto,65.0,False,False
1987-03-29,Portugal,Malta,Malta,Dennis Mizzi,23.0,False,False
1960-11-13,Cyprus,Israel,Cyprus,Michalis Yasemis,29.0,False,False
2001-03-24,Spain,Liechtenstein,Spain,Gaizka Mendieta,82.0,False,False
2004-05-15,Fiji,American Samoa,Fiji,Esala Masi,60.0,False,False
