date,home_team,away_team,team,scorer,minute,own_goal,penalty
1997-04-30,Italy,Poland,Italy,Paolo Maldini,36.0,False,False
1980-10-15,Republic of Ireland,Belgium,Belgium,Albert Cluytens,13.0,False,False
1934-04-29,Hungary,Bulgaria,Hungary,Gábor P. Szabó,9.0,False,False
2009-04-01,Brazil,Peru,Brazil,Luís Fabiano,27.0,False,False
2004-06-27,Czech Republic,Denmark,Czech Republic,Milan Baroš,63.0,False,False
2015-06-15,Ecuador,Bolivia,Bolivia,Marcelo Martins Moreno,42.0,False,True
2004-06-12,Curaçao,Honduras,Curaçao,Brutil Hosé,75.0,False,False
2011-11-11,Turkey,Croatia,Croatia,Vedran Ćorluka,51.0,False,False
2021-11-12,Gabon,Libya,Gabon,Pierre-Emerick Aubameyang,54.0,False,True
2003-06-11,Lithuania,Iceland,Iceland,Hermann Hreiðarsson,90.0,False,False
2016-05-28,New Zealand,Fiji,Fiji,Roy Krishna,45.0,False,True
2001-05-07,Oman,Philippines,Oman,Yaqoob Juma Al-Mukhaini,61.0,False,False
2003-11-16,Ghana,Somalia,Ghana,Isaac Boakye,89.0,False,False
1992-01-20,Ghana,Congo,Ghana,Abedi Pele,57.0,False,False
2003-06-11,Turkey,North Macedonia,North Macedonia,Vlatko Grozdanoski,23.0,False,False
2005-10-12,Malta,Bulgaria,Bulgaria,Chavdar Yankov,67.0,False,False
1981-12-14,Kuwait,New Zealand,New Zealand,Steve Sumner,65.0,False,False
1998-02-04,Cuba,Costa Rica,Costa Rica,Paulo Wanchope,78.0,False,False
2010-06-11,South Africa,Mexico,South Africa,Siphiwe Tshabalala,55.0,False,False
2021-09-02,Sweden,Spain,Sweden,Viktor Claesson,57.0,False,False
2004-06-14,Sweden,Bulgaria,Sweden,Zlatan Ibrahimović,78.0,False,True
2019-10-10,Latvia,Poland,Poland,Robert Lewandowski,76.0,False,False
2011-07-28,Bangladesh,Lebanon,Bangladesh,Jahid Hasan Ameli,87.0,False,False
1997-04-02,Croatia,Slovenia,Croatia,Zvonimir Boban,43.0,False,False
1995-09-06,Slovakia,Israel,Slovakia,Tibor Jančula,54.0,False,False
2004-07-12,Peru,Colombia,Colombia,Abel Aguilar,53.0,False,False
1993-09-08,Hungary,Russia,Hungary,László Klausz,20.0,False,False
2001-11-14,Germany,Ukraine,Ukraine,Andriy Shevchenko,90.0,False,False
1942-01-31,Brazil,Ecuador,Brazil,Elba de Padua Lima,10.0,False,False
2021-03-27,Czech Republic,Belgium,Belgium,Romelu Lukaku,60.0,False,False
2008-10-12,Venezuela,Brazil,Brazil,Kaká,6.0,False,False
2011-01-14,Bahrain,India,India,Sunil Chhetri,52.0,False,False
1989-05-25,South Korea,Nepal,South Korea,Kim Yong-Se,29.0,False,False
1974-11-20,Scotland,Spain,Scotland,Billy Bremner,11.0,False,False
1965-11-06,France,Luxembourg,France,Néstor Combin,38.0,False,False
1982-06-15,Scotland,New Zealand,New Zealand,Steve Sumner,54.0,False,False
1998-06-24,France,Denmark,France,Youri Djorkaeff,12.0,False,True
2016-10-07,Latvia,Faroe Islands,Faroe Islands,Sonni Nattestad,19.0,False,False
2000-02-01,Egypt,Burkina Faso,Burkina Faso,Ismaël Koudou,10.0,False,False
2007-03-24,Faroe Islands,Ukraine,Ukraine,Oleh Husyev,57.0,False,False
1950-07-09,Brazil,Sweden,Sweden,Sune Andersson,67.0,False,True
2016-11-12,Cameroon,Zambia,Zambia,Collins Mbesuma,34.0,False,False
2007-10-13,Uzbekistan,Taiwan,Uzbekistan,Shavkat Salomov,68.0,False,False
2011-11-11,Guinea-Bissau,Togo,Togo,Serge Gakpé,32.0,False,False
2001-09-05,Honduras,Jamaica,Honduras,Milton Núñez,53.0,False,False
2009-10-14,Poland,Slovakia,Slovakia,Seweryn Gancarczyk,3.0,True,False
2005-02-09,Trinidad and Tobago,United States,United States,Eddie Johnson,30.0,False,False
1957-11-03,Poland,Finland,Poland,Edward Jankowski,60.0,False,False
2004-10-09,Costa Rica,Guatemala,Costa Rica,Rolando Fonseca,83.0,False,False
1981-05-31,Niger,Algeria,Niger,Abou Seydou,89.0,False,False
1999-09-08,Armenia,France,France,Lilian Laslandes,74.0,False,False
1958-06-15,Paraguay,Yugoslavia,Yugoslavia,Radivoje Ognjanović,18.0,False,False
2017-07-16,Curaçao,Mexico,Mexico,Ángel Sepúlveda,22.0,False,False
2021-09-05,San Marino,Poland,Poland,Adam Buksa,67.0,False,False
2021-03-24,Turkey,Netherlands,Turkey,Burak Yılmaz,34.0,False,True
1981-04-25,New Zealand,Australia,New Zealand,Steve Wooddin,34.0,False,False
2017-09-01,Morocco,Mali,Morocco,Mimoun Mahi,88.0,False,False
2008-10-11,San Marino,Slovakia,Slovakia,Ján Kozák,39.0,False,False
2015-11-14,Ukraine,Slovenia,Ukraine,Yevhen Seleznyov,54.0,False,False
1962-01-14,Ethiopia,Tunisia,Ethiopia,Girma Tekle,36.0,False,False
1993-09-05,Brazil,Venezuela,Brazil,Ricardo Gomes,2.0,False,False
2021-06-15,Kuwait,Taiwan,Kuwait,Yousef Nasser,14.0,False,False
2000-10-08,Barbados,Guatemala,Barbados,Llewellyn Riley,24.0,False,False
2001-03-24,Croatia,Latvia,Croatia,Boško Balaban,42.0,False,False
2011-11-14,Bermuda,Barbados,Barbados,Sheridan Grosvenor,90.0,False,False
2015-11-17,Algeria,Tanzania,Algeria,Yacine Brahimi,1.0,False,False
1964-11-14,Switzerland,Northern Ireland,Switzerland,René-Pierre Quentin,29.0,False,False
2021-03-29,Cayman Islands,Canada,Canada,Lucas Cavallini,76.0,False,False
2009-10-10,Colombia,Chile,Colombia,Jackson Martínez,14.0,False,False
2010-01-14,Angola,Malawi,Angola,Manucho,55.0,False,False
1930-07-26,Argentina,United States,United States,Jim Brown,89.0,False,False
2002-06-04,Japan,Belgium,Belgium,Marc Wilmots,57.0,False,False
2015-06-13,Poland,Georgia,Poland,Robert Lewandowski,90.0,False,False
1974-03-12,DR Congo,Zambia,DR Congo,Ndaye Mulamba,65.0,False,False
2002-01-30,South Africa,Morocco,South Africa,Thabo Mngomeni,48.0,False,False
1976-06-20,Czechoslovakia,Germany,Germany,Dieter Müller,28.0,False,False
2012-10-12,England,San Marino,England,Danny Welbeck,37.0,False,False
2010-09-03,Romania,Albania,Albania,Gjergji Muzaka,87.0,False,False
2004-05-15,Fiji,American Samoa,Fiji,Thomas Vulivuli,24.0,False,False
2017-09-02,Spain,Italy,Spain,Álvaro Morata,77.0,False,False
1972-05-17,Hungary,Romania,Hungary,István Szőke,89.0,False,False
2007-07-10,Malaysia,China PR,China PR,Han Peng,15.0,False,False
2013-06-16,Ethiopia,South Africa,South Africa,Bernard Parker,34.0,False,False
1934-04-29,Belgium,Netherlands,Netherlands,Leen Vente,64.0,False,False
2019-02-01,Japan,Qatar,Qatar,Abdulaziz Hatem,27.0,False,False
2000-07-18,Paraguay,Brazil,Paraguay,Jorge Luis Campos,83.0,False,False
1965-10-03,Greece,Russia,Russia,Anatoli Banişevski,59.0,False,False
2016-09-05,Georgia,Austria,Austria,Martin Hinteregger,16.0,False,False
2006-09-06,San Marino,Germany,Germany,Michael Ballack,35.0,False,False
2013-06-22,Japan,Mexico,Mexico,Javier Hernández,54.0,False,False
2017-10-10,Greece,Gibraltar,Greece,Konstantinos Mitroglou,63.0,False,False
1996-06-17,Ghana,Tanzania,Ghana,Augustine Ahinful,81.0,False,False
2008-09-06,Costa Rica,Suriname,Costa Rica,Bryan Ruiz,88.0,False,False
1980-02-26,Australia,Papua New Guinea,Australia,Vic Bozanic,,False,False
2004-10-09,Luxembourg,Russia,Russia,Dmitri Sychev,69.0,False,False
2007-06-02,Albania,Luxembourg,Albania,Altin Haxhi,57.0,False,False
1957-05-26,Portugal,Italy,Portugal,Matateu,87.0,False,False
2013-11-13,Jordan,Uruguay,Uruguay,Cristhian Stuani,42.0,False,False
2022-11-29,Ecuador,Senegal,Senegal,Kalidou Koulibaly,70.0,False,False
1989-09-10,Peru,Bolivia,Bolivia,Tito Montaño,45.0,False,False
2018-06-15,Portugal,Spain,Portugal,Cristiano Ronaldo,88.0,False,False
2006-09-02,Romania,Bulgaria,Romania,Ciprian Marica,54.0,False,False
2021-11-12,Italy,Switzerland,Italy,Giovanni Di Lorenzo,36.0,False,False
2021-03-30,Belgium,Belarus,Belgium,Leandro Trossard,38.0,False,False
2004-10-06,Mexico,Saint Vincent and the Grenadines,Mexico,Jaime Lozano,54.0,False,False
2000-10-20,Japan,Qatar,Qatar,Abdulnasser Al-Obaidly,22.0,False,False
2017-02-04,Burkina Faso,Ghana,Burkina Faso,Alain Traoré,89.0,False,False
1997-01-12,Peru,Chile,Chile,Iván Zamorano,88.0,False,False
1985-02-26,China PR,Brunei,China PR,Liu Haiguang,44.0,False,False
2016-11-11,Slovakia,Lithuania,Slovakia,Juraj Kucka,15.0,False,False
2013-03-22,New Zealand,New Caledonia,New Zealand,Chris Killen,10.0,False,False
1996-06-16,Gabon,Eswatini,Gabon,Brice Mackaya,28.0,False,False
1972-10-04,Norway,Belgium,Belgium,Raoul Lambert,60.0,False,False
1986-06-16,Argentina,Uruguay,Argentina,Pedro Pasculli,42.0,False,False
2021-11-12,Andorra,Poland,Poland,Arkadiusz Milik,45.0,False,False
2016-06-18,Mexico,Chile,Chile,Eduardo Vargas,43.0,False,False
2011-01-25,Uzbekistan,Australia,Australia,Saša Ognenovski,35.0,False,False
1969-05-04,Ethiopia,Sudan,Sudan,Hasabu El Sagheir,9.0,False,False
1997-10-11,Republic of Ireland,Romania,Romania,Gheorghe Hagi,53.0,False,False
1989-07-01,Paraguay,Peru,Paraguay,Adolfino Cañete,38.0,False,False
1980-09-25,Kuwait,Qatar,Kuwait,Faisal Al-Dakhil,57.0,False,False
2013-06-16,Spain,Uruguay,Uruguay,Luis Suárez,88.0,False,False
2019-09-04,Djibouti,Eswatini,Djibouti,Mahdi Houssein Mahabeh,45.0,False,True
2005-03-26,Bulgaria,Sweden,Sweden,Erik Edman,74.0,False,False
2015-06-16,El Salvador,Saint Kitts and Nevis,El Salvador,Nelson Bonilla,52.0,False,False
2002-06-12,Slovenia,Paraguay,Paraguay,Nelson Cuevas,65.0,False,False
2002-10-16,Malta,France,France,Eric Carrière,84.0,False,False
2008-05-31,South Korea,Jordan,Jordan,Hassan Abdel-Fattah,80.0,False,False
1969-05-21,Germany,Cyprus,Germany,Wolfgang Overath,63.0,False,False
2000-04-22,Nigeria,Eritrea,Nigeria,Jonathan Akpoborie,65.0,False,False
2011-10-07,Armenia,North Macedonia,Armenia,Marcos Pizzelli,28.0,False,False
2000-05-21,Panama,Nicaragua,Panama,Neftali Díaz,70.0,False,False
1998-06-23,Scotland,Morocco,Morocco,Salaheddine Bassir,23.0,False,False
2015-09-08,Aruba,Saint Vincent and the Grenadines,Aruba,Erixon Danso,50.0,False,False
1969-08-24,Brazil,Venezuela,Brazil,Pelé,69.0,False,False
2003-06-07,Republic of Ireland,Albania,Republic of Ireland,Adrian Aliaj,90.0,True,False
2008-06-14,Thailand,Japan,Japan,Yuji Nakazawa,39.0,False,False
1965-03-14,Suriname,Trinidad and Tobago,Suriname,Siegfried Haltman,9.0,False,False
1949-04-17,Bolivia,Uruguay,Uruguay,Dagoberto Moll,49.0,False,False
2003-10-11,Italy,Azerbaijan,Italy,Christian Vieri,16.0,False,False
1954-03-21,Israel,Yugoslavia,Yugoslavia,Branko Zebec,80.0,False,False
2005-09-07,Belgium,San Marino,Belgium,Koen Daerden,67.0,False,False
2021-10-12,Syria,Lebanon,Syria,Omar Khribin,20.0,False,False
1991-07-12,Peru,Venezuela,Peru,José del Solar,58.0,False,False
2011-09-02,Haiti,United States Virgin Islands,Haiti,Jean Alexandre,65.0,False,False
2009-02-11,Republic of Ireland,Georgia,Georgia,Aleksandr Iashvili,1.0,False,False
1966-11-16,England,Wales,England,Bobby Charlton,43.0,False,False
2005-07-21,Colombia,Panama,Panama,Ricardo Phillips,73.0,False,False
1960-10-19,Israel,Vietnam Republic,Israel,Shlomo Levi,25.0,False,False
1992-04-28,Northern Ireland,Lithuania,Lithuania,Robertas Fridrikas,48.0,False,False
1977-09-21,Poland,Denmark,Poland,Grzegorz Lato,38.0,False,False
1995-06-07,Moldova,Albania,Moldova,Serghei Cleșcenco,15.0,False,False
2004-06-02,Australia,Fiji,Australia,Tim Cahill,66.0,False,False
1975-04-16,England,Cyprus,England,Malcolm Macdonald,53.0,False,False
1981-09-09,Netherlands,Republic of Ireland,Republic of Ireland,Frank Stapleton,71.0,False,False
1975-04-30,Czechoslovakia,Portugal,Czechoslovakia,Přemysl Bičovský,22.0,False,False
2019-10-15,Cambodia,Iraq,Iraq,Mohanad Ali,41.0,False,False
2000-02-10,Cameroon,Tunisia,Cameroon,Patrick M'Boma,49.0,False,False
1973-03-16,Australia,New Zealand,New Zealand,Alan Vest,10.0,False,False
2005-06-04,Benin,Cameroon,Cameroon,Geremi Njitap,64.0,False,False
1997-04-27,Burkina Faso,Nigeria,Nigeria,Mutiu Adepoju,42.0,False,False
1997-04-26,Namibia,Egypt,Egypt,Hossam Hassan,77.0,False,False
2008-05-31,Malawi,Djibouti,Malawi,Elvis Kafoteka,3.0,False,False
1961-10-29,Bulgaria,Finland,Bulgaria,Todor Diev,34.0,False,False
2007-10-28,Taiwan,Uzbekistan,Uzbekistan,Islom Inomov,79.0,False,False
2016-03-24,Japan,Afghanistan,Japan,Maya Yoshida,74.0,False,False
2013-09-07,South Africa,Botswana,South Africa,Bernard Parker,89.0,False,True
2002-10-12,Bulgaria,Croatia,Bulgaria,Stiliyan Petrov,22.0,False,False
2019-10-10,Belgium,San Marino,Belgium,Romelu Lukaku,41.0,False,False
1985-06-06,Finland,Romania,Finland,Mika Lipponen,26.0,False,False
1985-04-06,India,Indonesia,India,Narender Thapa,89.0,False,False
2019-11-19,Maldives,Guam,Guam,John Matkin,49.0,False,False
1958-06-11,France,Yugoslavia,Yugoslavia,Todor Veselinović,63.0,False,False
1997-06-28,Macau,Nepal,Macau,Che Chi Man,78.0,False,False
1961-05-03,Scotland,Republic of Ireland,Scotland,Ralph Brand,40.0,False,False
2015-10-11,Ethiopia,São Tomé and Príncipe,Ethiopia,Dawit Fekadu,1.0,False,False
2004-06-17,England,Switzerland,England,Wayne Rooney,75.0,False,False
1990-06-25,Italy,Uruguay,Italy,Aldo Serena,83.0,False,False
2001-06-04,Vanuatu,Tahiti,Tahiti,Tony Senechal,26.0,False,False
1987-06-17,Switzerland,Sweden,Switzerland,André Halter,57.0,False,False
2004-11-17,Belgium,Serbia,Serbia,Mateja Kežman,60.0,False,False
2016-09-06,Peru,Ecuador,Peru,Renato Tapia,78.0,False,False
1989-11-15,Greece,Bulgaria,Greece,Nikos Nioplias,49.0,False,False
1999-07-29,Egypt,Saudi Arabia,Saudi Arabia,Marzouk Al-Otaibi,34.0,False,False
1971-09-04,Austria,Sweden,Austria,Josef Stering,23.0,False,False
2017-08-31,Thailand,Iraq,Thailand,Ahmad Ibrahim Khalaf,63.0,True,False
1961-08-23,Norway,Russia,Russia,Slava Metreveli,76.0,False,False
1985-04-19,Syria,Yemen,Syria,Radwan Al-Sheikh Hassan,40.0,False,False
2011-11-15,Mozambique,Comoros,Mozambique,Clésio Baúque,84.0,False,False
2021-09-08,Panama,Mexico,Panama,Rolando Blackburn,28.0,False,False
2009-06-10,Brazil,Paraguay,Brazil,Nilmar,49.0,False,False
2007-09-08,Malta,Turkey,Malta,Andre Schembri,76.0,False,False
2016-10-06,South Korea,Qatar,South Korea,Ji Dong-won,56.0,False,False
1973-05-11,Iran,North Korea,Iran,Mohammad Sadeghi,89.0,False,False
2000-07-09,Liberia,Nigeria,Liberia,Christopher Wreh,47.0,False,False
2008-06-21,Tunisia,Burundi,Tunisia,Issam Jemâa,44.0,False,False
2004-07-24,Thailand,Japan,Japan,Takashi Fukunishi,68.0,False,False
2011-09-02,Netherlands,San Marino,Netherlands,Dirk Kuyt,49.0,False,False
2019-11-19,Netherlands,Estonia,Netherlands,Georginio Wijnaldum,66.0,False,False
2002-06-06,Denmark,Senegal,Senegal,Salif Diao,52.0,False,False
2022-03-29,Peru,Paraguay,Peru,Yoshimar Yotún,42.0,False,False
1990-06-15,Germany,United Arab Emirates,United Arab Emirates,Khalid Ismaïl,46.0,False,False
1994-07-03,Saudi Arabia,Sweden,Sweden,Kennet Andersson,51.0,False,False
1984-10-13,Luxembourg,France,France,Michel Platini,13.0,False,False
1997-05-25,Vietnam,China PR,China PR,Li Bing,23.0,False,False
1962-06-06,Russia,Uruguay,Russia,Valentin Kozmich Ivanov,89.0,False,False
1991-06-30,Canada,Mexico,Mexico,Benjamín Galindo,89.0,False,True
2004-11-17,Georgia,Denmark,Georgia,Malkhaz Asatiani,76.0,False,False
2021-03-30,Belgium,Belarus,Belgium,Dennis Praet,49.0,False,False
1988-11-19,Yugoslavia,France,France,Christian Perez,3.0,False,False
1959-03-08,Bolivia,Uruguay,Uruguay,Vladas Douksas,69.0,False,False
2003-09-06,Liechtenstein,Turkey,Turkey,Okan Buruk,41.0,False,False
2004-09-08,North Korea,Thailand,Thailand,Sutee Suksomkit,72.0,False,False
2009-08-12,Belarus,Croatia,Croatia,Ivica Olić,22.0,False,False
2004-06-06,Fiji,New Zealand,New Zealand,Che Bunce,8.0,False,False
1994-06-24,Brazil,Cameroon,Brazil,Márcio Roberto dos Santos,66.0,False,False
2002-09-07,Faroe Islands,Scotland,Scotland,Paul Lambert,62.0,False,False
1979-05-01,Luxembourg,Czechoslovakia,Czechoslovakia,Miroslav Gajdůšek,67.0,False,False
1998-06-16,Brazil,Morocco,Brazil,Bebeto,50.0,False,False
1957-03-28,Brazil,Uruguay,Uruguay,Luis Norberto Campero,23.0,False,False
2019-11-14,England,Montenegro,England,Alex Oxlade-Chamberlain,11.0,False,False
2021-06-08,Canada,Suriname,Canada,Alphonso Davies,37.0,False,False
2004-09-08,Andorra,Romania,Romania,Daniel Pancu,5.0,False,False
1986-06-29,Argentina,Germany,Germany,Karl-Heinz Rummenigge,74.0,False,False
1995-11-15,Portugal,Republic of Ireland,Portugal,Jorge Cadete,89.0,False,False
1969-04-16,German DR,Wales,German DR,Peter Rock,89.0,False,False
2015-03-27,England,Lithuania,England,Wayne Rooney,6.0,False,False
1963-11-24,Egypt,Nigeria,Egypt,Mohamed Morsi Hussein,82.0,False,False
2007-07-14,Malaysia,Uzbekistan,Uzbekistan,Ulugbek Bakayev,45.0,False,True
2014-06-13,Chile,Australia,Chile,Alexis Sánchez,12.0,False,False
1984-10-21,Ivory Coast,Gambia,Ivory Coast,Abdoulaye Traoré,47.0,False,False
2011-09-02,Wales,Montenegro,Wales,Steve Morison,28.0,False,False
2003-09-06,Ecuador,Venezuela,Ecuador,Giovanny Espinoza,5.0,False,False
2011-10-11,Japan,Tajikistan,Japan,Shinji Okazaki,19.0,False,False
1986-06-21,Brazil,France,France,Michel Platini,40.0,False,False
2017-10-08,Norway,Northern Ireland,Norway,Chris Brunt,71.0,True,False
2021-11-14,Madagascar,Tanzania,Madagascar,Hakim Abdallah,74.0,False,False
1983-10-12,Scotland,Belgium,Scotland,Charlie Nicholas,55.0,False,False
2010-06-23,Slovenia,England,England,Jermain Defoe,23.0,False,False
1992-11-18,England,Turkey,England,Paul Gascoigne,61.0,False,False
1954-06-23,Germany,Turkey,Turkey,Mustafa Ertan,21.0,False,False
2013-10-15,Greece,Liechtenstein,Greece,Giorgos Karagounis,81.0,False,False
1997-06-08,Denmark,Bosnia and Herzegovina,Denmark,Miklos Molnar,89.0,False,False
1989-02-28,Thailand,China PR,China PR,Tang Yaodong,55.0,False,False
2001-04-07,Fiji,American Samoa,Fiji,Abinesh Samy,70.0,False,False
2003-09-06,France,Cyprus,France,David Trezeguet,7.0,False,False
2005-06-05,Togo,Zambia,Togo,Mohamed Kader,61.0,False,False
1997-11-08,Japan,Kazakhstan,Japan,Yutaka Akita,11.0,False,False
1978-03-05,Nigeria,Burkina Faso,Nigeria,Segun Odegbami,82.0,False,False
1961-04-05,Mexico,Curaçao,Mexico,Francisco Flores,52.0,False,False
2011-09-06,San Marino,Sweden,Sweden,Martin Olsson,81.0,False,False
1993-05-03,Macau,Kuwait,Kuwait,Ali Marwi,87.0,False,False
2004-06-01,Uruguay,Peru,Peru,Nolberto Solano,13.0,False,False
2013-10-15,Sweden,Germany,Germany,André Schürrle,66.0,False,False
2011-07-23,Jordan,Nepal,Jordan,Hassan Abdel-Fattah,83.0,False,False
1996-12-16,Saudi Arabia,China PR,China PR,Zhang Enhua,89.0,False,False
1996-11-10,Togo,Cameroon,Togo,Kossi Noutsoudje,50.0,False,False
1992-11-15,Canada,Bermuda,Canada,Alex Bunbury,35.0,False,False
1984-10-14,Portugal,Czechoslovakia,Portugal,Carlos Manuel,50.0,False,False
2010-06-16,Spain,Switzerland,Switzerland,Gelson Fernandes,52.0,False,False
2016-06-13,Republic of Ireland,Sweden,Republic of Ireland,Wes Hoolahan,48.0,False,False
1992-11-08,Costa Rica,Honduras,Costa Rica,Luis Diego Arnáez,35.0,False,False
2016-10-08,Montenegro,Kazakhstan,Montenegro,Fatos Bećiraj,73.0,False,False
2002-09-08,Switzerland,Georgia,Switzerland,Patrick Müller,74.0,False,False
1996-06-02,Mauritius,DR Congo,DR Congo,Emeka Mamale,1.0,False,False
2005-09-07,Belgium,San Marino,Belgium,Koen Daerden,39.0,False,False
1969-09-07,Poland,Netherlands,Netherlands,Henk Wery,20.0,False,False
2017-06-13,Costa Rica,Trinidad and Tobago,Costa Rica,Francisco Calvo,1.0,False,False
2018-06-18,Sweden,South Korea,Sweden,Andreas Granqvist,65.0,False,True
2015-06-14,Guyana,Saint Vincent and the Grenadines,Saint Vincent and the Grenadines,Tevin Slater,58.0,False,False
1981-09-09,Norway,England,Norway,Tom Lund,35.0,False,False
1949-09-11,Mexico,Cuba,Mexico,Luis Luna,26.0,False,False
1983-09-07,Argentina,Ecuador,Ecuador,Hans Maldonado,90.0,False,True
1981-05-24,Finland,Germany,Germany,Klaus Fischer,80.0,False,False
1996-09-01,Ecuador,Venezuela,Ecuador,Álex Aguinaga,4.0,False,False
2001-04-11,Australia,American Samoa,Australia,Archie Thompson,23.0,False,False
2004-03-31,Curaçao,Antigua and Barbuda,Curaçao,Brutil Hosé,48.0,False,False
2007-06-26,Venezuela,Bolivia,Bolivia,Juan Carlos Arce,84.0,False,False
2005-09-07,Belgium,San Marino,Belgium,Thomas Buffel,44.0,False,False
2007-07-07,Chile,Brazil,Brazil,Robinho,50.0,False,False
1968-10-13,Canada,United States,United States,Siegfried Stritzl,89.0,False,False
1999-07-29,Egypt,Saudi Arabia,Saudi Arabia,Marzouk Al-Otaibi,8.0,False,False
2001-05-13,China PR,Indonesia,China PR,Xie Hui,71.0,False,False
2019-09-10,France,Andorra,France,Wissam Ben Yedder,90.0,False,False
2008-01-22,Sudan,Zambia,Zambia,James Chamanga,2.0,False,False
1980-06-14,Germany,Netherlands,Germany,Klaus Allofs,60.0,False,False
1993-06-07,India,Bahrain,Bahrain,Khamis Mubarak,20.0,False,False
1971-11-17,Netherlands,Luxembourg,Netherlands,Barry Hulshoff,37.0,False,False
1997-04-05,Sierra Leone,Ghana,Sierra Leone,Lamin Conteh,87.0,False,False
1976-03-03,Egypt,Uganda,Egypt,Moustafa Abdou,26.0,False,False
2001-06-06,Portugal,Cyprus,Portugal,Pauleta,36.0,False,False
1986-06-25,France,Germany,Germany,Andreas Brehme,9.0,False,False
1974-06-18,Yugoslavia,DR Congo,Yugoslavia,Dragan Džajić,14.0,False,False
1975-09-03,France,Iceland,France,Jean-Marc Guillou,20.0,False,False
2017-01-18,Gabon,Burkina Faso,Gabon,Pierre-Emerick Aubameyang,38.0,False,True
1962-06-07,Czechoslovakia,Mexico,Mexico,Alfredo del Águila,29.0,False,False
2001-04-16,Australia,Samoa,Australia,Hayden Foxe,44.0,False,False
2001-03-25,Costa Rica,Trinidad and Tobago,Costa Rica,Paulo Wanchope,81.0,False,False
1969-10-12,South Korea,Japan,South Korea,Kim Ki-bok,8.0,False,False
1999-09-08,Hungary,Azerbaijan,Hungary,Vilmos Sebők,28.0,False,False
2021-11-14,Mali,Uganda,Mali,Kalifa Coulibaly,19.0,False,False
2001-06-16,Trinidad and Tobago,Honduras,Honduras,Rony Morales,54.0,False,False
2021-11-12,El Salvador,Jamaica,El Salvador,Alex Roldan,90.0,False,False
1949-04-10,Brazil,Bolivia,Brazil,Zizinho,80.0,False,False
2021-06-28,Croatia,Spain,Spain,Ferran Torres,77.0,False,False
2017-10-07,South Africa,Burkina Faso,South Africa,Themba Zwane,34.0,False,False
1999-07-10,Paraguay,Uruguay,Paraguay,Miguel Ángel Benítez,15.0,False,False
1957-03-14,Guatemala,Curaçao,Guatemala,Francisco López Contreras,51.0,False,False
2001-09-01,North Macedonia,Sweden,North Macedonia,Dragan Načevski,63.0,False,False
2015-10-13,Namibia,Gambia,Namibia,Willy Stephanus,42.0,False,False
2019-01-16,Vietnam,Yemen,Vietnam,Nguyễn Quang Hải,38.0,False,False
2009-10-10,Cyprus,Bulgaria,Cyprus,Efstathios Aloneftis,78.0,False,False
2004-09-05,Guinea,Botswana,Guinea,Kaba Diawara,60.0,False,False
1993-10-19,Iraq,South Korea,South Korea,Kim Pan-Keun,40.0,False,False
2011-07-28,Indonesia,Turkmenistan,Indonesia,Mohammad Nasuha,43.0,False,False
1977-03-05,Thailand,Hong Kong,Hong Kong,Chung Chor Wai,81.0,False,False
1973-06-03,Morocco,Ivory Coast,Morocco,Chérif Fetoui,60.0,False,False
1994-06-30,Greece,Nigeria,Nigeria,Daniel Amokachi,90.0,False,False
2004-02-29,Bermuda,Montserrat,Bermuda,Rohann Simons,83.0,False,False
1991-07-03,Trinidad and Tobago,Guatemala,Guatemala,Luis Espel,89.0,False,False
1965-05-11,Costa Rica,Jamaica,Costa Rica,William Quirós,77.0,False,False
1973-04-29,Hungary,Austria,Hungary,László Bálint,69.0,False,False
1934-05-27,Italy,United States,Italy,Angelo Schiavio,29.0,False,False
2015-06-16,Bangladesh,Tajikistan,Bangladesh,Jahid Hasan Ameli,50.0,False,False
1985-04-05,Qatar,Iraq,Qatar,Mohammed Khalifa Al-Ammari,71.0,False,False
1980-02-29,Fiji,Tahiti,Fiji,,,False,False
2008-10-11,Namibia,Zimbabwe,Zimbabwe,Cuthbert Malajila,83.0,False,False
1934-04-15,Luxembourg,France,France,Jean Nicolas,89.0,False,True
1984-07-15,Morocco,Sierra Leone,Morocco,Saad Dahane,51.0,False,True
2001-04-29,Cambodia,Indonesia,Indonesia,Eko Purdjianto,78.0,False,False
2017-03-28,Japan,Thailand,Japan,Maya Yoshida,83.0,False,False
2016-10-06,United Arab Emirates,Thailand,Thailand,Tana Chanabut,65.0,False,False
1955-03-13,Ecuador,Peru,Ecuador,Isidro Matute,34.0,False,False
1941-02-26,Peru,Uruguay,Uruguay,Juan Pedro Riephoff,37.0,False,False
2007-06-02,Slovenia,Romania,Romania,Gabriel Tamaş,52.0,False,False
2016-11-12,Cape Verde,Burkina Faso,Burkina Faso,Préjuce Nakoulma,28.0,False,False
1996-05-11,Tahiti,Solomon Islands,Tahiti,Macha Gatien,88.0,False,False
1969-06-08,Republic of Ireland,Hungary,Hungary,Antal Dunai,23.0,False,False
1991-02-20,Portugal,Malta,Portugal,Rui Águas,5.0,False,False
2014-06-25,Bosnia and Herzegovina,Iran,Iran,Reza Ghoochannejhad,82.0,False,False
2013-10-15,San Marino,Ukraine,Ukraine,Yevhen Seleznyov,18.0,False,False
1962-06-03,Mexico,Spain,Spain,Joaquín Peiró,90.0,False,False
2021-09-02,Estonia,Belgium,Belgium,Romelu Lukaku,52.0,False,False
